,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
4595,409,TRANSFER,10000000.0,C1989519123,11018800.91,1018800.91,C196714546,0.0,0.0,1,0
4596,409,CASH_OUT,10000000.0,C97242201,10000000.0,0.0,C786701128,8496.86,10008496.86,1,0
4597,409,TRANSFER,1018800.91,C1207144684,1018800.91,0.0,C948406463,0.0,0.0,1,0
4598,409,CASH_OUT,1018800.91,C1417290971,1018800.91,0.0,C1264094330,389321.6,1408122.51,1,0
4599,409,TRANSFER,377096.39,C5128186,377096.39,0.0,C1050084378,0.0,0.0,1,0
4600,409,CASH_OUT,377096.39,C563591583,377096.39,0.0,C970254798,0.0,377096.39,1,0
4601,409,TRANSFER,175972.28,C729569848,175972.28,0.0,C684459901,0.0,0.0,1,0
4602,409,CASH_OUT,175972.28,C353964501,175972.28,0.0,C1118456791,602609.04,778581.32,1,0
4603,409,TRANSFER,3260215.75,C1523193770,3260215.75,0.0,C670256021,0.0,0.0,1,0
4604,409,CASH_OUT,3260215.75,C1978325769,3260215.75,0.0,C297774281,0.0,3260215.75,1,0
4605,409,TRANSFER,10000000.0,C417104903,19033760.73,9033760.73,C1127889492,0.0,0.0,1,0
4606,409,CASH_OUT,10000000.0,C63538570,10000000.0,0.0,C1430589184,0.0,10000000.0,1,0
4607,409,TRANSFER,9033760.73,C798979222,9033760.73,0.0,C1708698454,0.0,0.0,1,0
4608,409,CASH_OUT,9033760.73,C1698261280,9033760.73,0.0,C1997459124,208005.22,9241765.96,1,0
4609,410,TRANSFER,2876010.51,C22941522,2876010.51,0.0,C1821408221,0.0,0.0,1,0
4610,410,CASH_OUT,2876010.51,C384267839,2876010.51,0.0,C225882502,119686.18,2995696.7,1,0
4611,410,TRANSFER,124202.04,C1578453686,124202.04,0.0,C1733479449,0.0,0.0,1,0
4612,410,CASH_OUT,124202.04,C18416258,124202.04,0.0,C1547230458,4212193.08,4336395.13,1,0
4613,410,TRANSFER,557950.06,C1892460908,557950.06,0.0,C872133707,0.0,0.0,1,0
4614,410,CASH_OUT,557950.06,C1563918276,557950.06,0.0,C2064216341,111018.84,668968.9,1,0
4615,410,TRANSFER,4900487.15,C688119342,4900487.15,0.0,C1773365552,0.0,0.0,1,0
4616,410,CASH_OUT,4900487.15,C1615320222,4900487.15,0.0,C1322611502,0.0,4900487.15,1,0
4617,410,TRANSFER,871745.76,C1976927795,871745.76,0.0,C1626688758,0.0,0.0,1,0
4618,410,CASH_OUT,871745.76,C326766098,871745.76,0.0,C844559371,1830440.62,2702186.38,1,0
4619,410,TRANSFER,281439.26,C608125181,281439.26,0.0,C1857424764,0.0,0.0,1,0
4620,410,CASH_OUT,281439.26,C2046985152,281439.26,0.0,C434363461,118976.79,400416.05,1,0
4621,410,TRANSFER,1232013.7,C599746221,1232013.7,0.0,C1135653502,0.0,0.0,1,0
4622,410,CASH_OUT,1232013.7,C1626793558,1232013.7,0.0,C1907745534,0.0,1232013.7,1,0
4623,410,TRANSFER,206985.26,C1041263133,206985.26,0.0,C6898692,0.0,0.0,1,0
4624,410,CASH_OUT,206985.26,C1357050524,206985.26,0.0,C319370908,1372.42,208357.68,1,0
4625,410,TRANSFER,950791.37,C1316033338,950791.37,0.0,C137391139,0.0,0.0,1,0
4626,410,CASH_OUT,950791.37,C1593088347,950791.37,0.0,C1824042945,0.0,950791.37,1,0
4627,410,TRANSFER,2406332.79,C676092302,2406332.79,0.0,C636444299,0.0,0.0,1,0
4628,410,CASH_OUT,2406332.79,C2090299993,2406332.79,0.0,C1327141186,7523033.41,9929366.2,1,0
4629,411,TRANSFER,427373.65,C985224754,427373.65,0.0,C2110832776,0.0,0.0,1,0
4630,411,CASH_OUT,427373.65,C1090338431,427373.65,0.0,C347796427,64983.82,492357.46,1,0
4631,411,TRANSFER,10000000.0,C179802055,12068313.94,2068313.94,C845099418,0.0,0.0,1,0
4632,411,CASH_OUT,10000000.0,C1299526002,10000000.0,0.0,C1744662180,0.0,10000000.0,1,0
4633,411,TRANSFER,2068313.94,C1024321064,2068313.94,0.0,C285826944,0.0,0.0,1,0
4634,411,CASH_OUT,2068313.94,C338311472,2068313.94,0.0,C1131834798,0.0,2068313.94,1,0
4635,411,TRANSFER,1464008.18,C576017861,1464008.18,0.0,C2007796943,0.0,0.0,1,0
4636,411,CASH_OUT,1464008.18,C1187974748,1464008.18,0.0,C1271941656,0.0,1464008.18,1,0
4637,411,TRANSFER,365069.45,C337746955,365069.45,0.0,C1144989996,0.0,0.0,1,0
4638,411,CASH_OUT,365069.45,C1359467526,365069.45,0.0,C142819942,1033912.43,1398981.88,1,0
4639,411,TRANSFER,281023.82,C1500797086,281023.82,0.0,C1892705319,0.0,0.0,1,0
4640,411,CASH_OUT,281023.82,C1744244738,281023.82,0.0,C1290764514,0.0,281023.82,1,0
4641,411,TRANSFER,1240717.75,C2142112051,1240717.75,0.0,C853827129,0.0,0.0,1,0
4642,411,CASH_OUT,1240717.75,C275137828,1240717.75,0.0,C989949797,144986.76,1385704.52,1,0
4643,411,TRANSFER,6370726.84,C303116308,6370726.84,0.0,C1806524190,0.0,0.0,1,0
4644,411,CASH_OUT,6370726.84,C523292689,6370726.84,0.0,C1072409344,49570.47,6420297.31,1,0
4645,412,TRANSFER,87438.83,C1204602597,87438.83,0.0,C419461239,0.0,0.0,1,0
4646,412,CASH_OUT,87438.83,C171722567,87438.83,0.0,C373099363,69617.57,157056.4,1,0
4647,412,TRANSFER,2425164.58,C297158532,2425164.58,0.0,C1416694658,0.0,0.0,1,0
4648,412,CASH_OUT,2425164.58,C136293883,2425164.58,0.0,C1901947774,946807.93,3371972.51,1,0
4649,412,TRANSFER,381977.83,C692435443,381977.83,0.0,C1301812889,0.0,0.0,1,0
4650,412,CASH_OUT,381977.83,C1101780451,381977.83,0.0,C806070403,0.0,381977.83,1,0
4651,412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
4652,412,CASH_OUT,571163.03,C1600275467,571163.03,0.0,C902858452,45861.48,617024.51,1,0
4653,413,TRANSFER,781.93,C765542,781.93,0.0,C1959655312,0.0,0.0,1,0
4654,413,CASH_OUT,781.93,C823598101,781.93,0.0,C1338255129,0.0,781.93,1,0
4655,413,TRANSFER,8536151.16,C2060464348,8536151.16,0.0,C2079215936,0.0,0.0,1,0
4656,413,CASH_OUT,8536151.16,C1712280078,8536151.16,0.0,C865601051,339032.24,8875183.4,1,0
4657,413,TRANSFER,115085.31,C2039186549,115085.31,0.0,C544794295,0.0,0.0,1,0
4658,413,CASH_OUT,115085.31,C1468265966,115085.31,0.0,C1919218526,999400.25,1114485.56,1,0
4659,413,TRANSFER,438983.45,C194150197,438983.45,0.0,C998514614,0.0,0.0,1,0
4660,413,CASH_OUT,438983.45,C1890267069,438983.45,0.0,C254366528,26861.84,465845.29,1,0
4661,413,TRANSFER,786278.72,C1379900917,786278.72,0.0,C491276227,0.0,0.0,1,0
4662,413,CASH_OUT,786278.72,C1989836964,786278.72,0.0,C457437086,0.0,786278.72,1,0
4663,413,TRANSFER,341441.17,C570894780,341441.17,0.0,C1123063194,0.0,0.0,1,0
4664,413,CASH_OUT,341441.17,C204567702,341441.17,0.0,C1336378574,0.0,341441.17,1,0
4665,413,TRANSFER,140333.35,C753726287,140333.35,0.0,C1558494610,0.0,0.0,1,0
4666,413,CASH_OUT,140333.35,C1201768390,140333.35,0.0,C503175927,132894.81,273228.16,1,0
4667,414,TRANSFER,216000.95,C666284351,216000.95,0.0,C1896227461,0.0,0.0,1,0
4668,414,CASH_OUT,216000.95,C1048484553,216000.95,0.0,C1044750708,171773.03,387773.97,1,0
4669,414,TRANSFER,533269.77,C761440890,533269.77,0.0,C565561200,0.0,0.0,1,0
4670,414,CASH_OUT,533269.77,C1010973952,533269.77,0.0,C295852822,20836.5,554106.28,1,0
4671,414,TRANSFER,298384.21,C787438846,298384.21,0.0,C851575801,0.0,0.0,1,0
4672,414,CASH_OUT,298384.21,C1678582584,298384.21,0.0,C2097786726,77405.99,375790.2,1,0
4673,414,TRANSFER,537641.8,C1552180409,537641.8,0.0,C638930766,0.0,0.0,1,0
4674,414,CASH_OUT,537641.8,C1904470036,537641.8,0.0,C115727901,55732.77,593374.56,1,0
4675,414,TRANSFER,4602636.68,C635388534,4602636.68,0.0,C1846115729,0.0,0.0,1,0
4676,414,CASH_OUT,4602636.68,C684110102,4602636.68,0.0,C1700286607,0.0,4602636.68,1,0
4677,414,TRANSFER,3285475.4,C1469626651,3285475.4,0.0,C1664358015,0.0,0.0,1,0
4678,414,CASH_OUT,3285475.4,C959785140,3285475.4,0.0,C473805746,746119.83,4031595.23,1,0
4679,414,TRANSFER,10000000.0,C1713766678,10724264.21,724264.21,C499919262,0.0,0.0,1,0
4680,414,CASH_OUT,10000000.0,C2071282373,10000000.0,0.0,C803763593,0.0,10000000.0,1,0
4681,414,TRANSFER,724264.21,C1765244113,724264.21,0.0,C737913546,0.0,0.0,1,0
4682,414,CASH_OUT,724264.21,C2035780043,724264.21,0.0,C657085942,0.0,724264.21,1,0
4683,415,TRANSFER,224230.16,C1765991027,224230.16,0.0,C791615814,0.0,0.0,1,0
4684,415,CASH_OUT,224230.16,C1055929140,224230.16,0.0,C645291473,427065.03,651295.19,1,0
4685,415,TRANSFER,23236.49,C1376272223,23236.49,0.0,C684942483,0.0,0.0,1,0
4686,415,CASH_OUT,23236.49,C631901150,23236.49,0.0,C705161174,179969.72,203206.21,1,0
4687,415,TRANSFER,13659.45,C1238777492,13659.45,0.0,C873898487,0.0,0.0,1,0
4688,415,CASH_OUT,13659.45,C443989822,13659.45,0.0,C1408237978,474620.98,488280.42,1,0
4689,415,TRANSFER,461369.99,C152541672,461369.99,0.0,C14138104,0.0,0.0,1,0
4690,415,CASH_OUT,461369.99,C2081855471,461369.99,0.0,C1671232989,2572575.13,3033945.11,1,0
4691,415,TRANSFER,191834.14,C80491623,191834.14,0.0,C1674773109,0.0,0.0,1,0
4692,415,CASH_OUT,191834.14,C728560783,191834.14,0.0,C662256008,105924.3,297758.43,1,0
4693,415,TRANSFER,3242183.64,C503443667,3242183.64,0.0,C1319935848,0.0,0.0,1,0
4694,415,CASH_OUT,3242183.64,C1457562899,3242183.64,0.0,C507441404,0.0,3242183.64,1,0
4695,415,TRANSFER,1675153.28,C871029924,1675153.28,0.0,C1466367171,0.0,0.0,1,0
4696,415,CASH_OUT,1675153.28,C2137951962,1675153.28,0.0,C309573869,12832.26,1687985.53,1,0
4697,415,TRANSFER,37766.23,C1853390476,37766.23,0.0,C1785352620,0.0,0.0,1,0
4698,415,CASH_OUT,37766.23,C1029932653,37766.23,0.0,C1868084224,2344708.27,2382474.5,1,0
4699,416,TRANSFER,79076.14,C1720013416,79076.14,0.0,C431840204,0.0,0.0,1,0
4700,416,CASH_OUT,79076.14,C1052814036,79076.14,0.0,C1368378517,0.0,79076.14,1,0
4701,416,TRANSFER,27276.07,C746928702,27276.07,0.0,C1644712820,0.0,0.0,1,0
4702,416,CASH_OUT,27276.07,C913068789,27276.07,0.0,C1433881290,0.0,27276.07,1,0
4703,416,TRANSFER,10000000.0,C298387535,13019699.77,3019699.77,C662194461,0.0,0.0,1,0
4704,416,CASH_OUT,10000000.0,C246726057,10000000.0,0.0,C1786144514,2423749.18,12423749.18,1,0
4705,416,TRANSFER,3019699.77,C271621902,3019699.77,0.0,C1299567752,0.0,0.0,1,0
4706,416,CASH_OUT,3019699.77,C2110305720,3019699.77,0.0,C225008798,523626.59,3543326.36,1,0
4707,417,TRANSFER,1049586.54,C894359747,1049586.54,0.0,C1813474981,0.0,0.0,1,0
4708,417,CASH_OUT,1049586.54,C2136497575,1049586.54,0.0,C1080081723,8366.77,1057953.31,1,0
4709,417,TRANSFER,237776.02,C1229699193,237776.02,0.0,C198915551,0.0,0.0,1,0
4710,417,CASH_OUT,237776.02,C598482992,237776.02,0.0,C1388784349,102969.39,340745.41,1,0
4711,417,TRANSFER,2028897.08,C836001849,2028897.08,0.0,C1993805294,0.0,0.0,1,0
4712,417,CASH_OUT,2028897.08,C1126334701,2028897.08,0.0,C18335029,4194222.4,6223119.48,1,0
4713,418,TRANSFER,452261.67,C1463709824,452261.67,0.0,C1030417644,0.0,0.0,1,0
4714,418,CASH_OUT,452261.67,C366045175,452261.67,0.0,C1443885284,577217.57,1029479.24,1,0
4715,418,TRANSFER,892376.71,C1948643468,892376.71,0.0,C118884572,0.0,0.0,1,0
4716,418,CASH_OUT,892376.71,C1724722512,892376.71,0.0,C861479607,31730514.36,32622891.07,1,0
4717,418,TRANSFER,34498.05,C1185258850,34498.05,0.0,C1779051120,0.0,0.0,1,0
4718,418,CASH_OUT,34498.05,C1824510333,34498.05,0.0,C731687431,0.0,34498.05,1,0
4719,419,TRANSFER,3118811.65,C393374945,3118811.65,0.0,C639125907,0.0,0.0,1,0
4720,419,CASH_OUT,3118811.65,C907941485,3118811.65,0.0,C1511253622,1163983.03,4282794.68,1,0
4721,419,TRANSFER,426323.38,C73136408,426323.38,0.0,C684702982,0.0,0.0,1,0
4722,419,CASH_OUT,426323.38,C1078529507,426323.38,0.0,C1957980970,102216.61,528539.99,1,0
4723,419,TRANSFER,60891.94,C1227057537,60891.94,0.0,C1981402055,0.0,0.0,1,0
4724,419,CASH_OUT,60891.94,C1858182940,60891.94,0.0,C1039809648,1534972.09,1595864.03,1,0
4725,419,TRANSFER,149535.0,C1318978641,149535.0,0.0,C1092574222,0.0,0.0,1,0
4726,419,CASH_OUT,149535.0,C1439633894,149535.0,0.0,C1418590446,711124.24,860659.24,1,0
4727,419,TRANSFER,533092.45,C1329946363,533092.45,0.0,C641771382,0.0,0.0,1,0
4728,419,CASH_OUT,533092.45,C1989818956,533092.45,0.0,C252157043,1480922.8,2014015.24,1,0
4729,420,TRANSFER,500905.62,C1104187360,500905.62,0.0,C822141064,0.0,0.0,1,0
4730,420,CASH_OUT,500905.62,C1226580672,500905.62,0.0,C677468296,4867381.69,5368287.32,1,0
4731,420,TRANSFER,253261.96,C157115581,253261.96,0.0,C989314619,0.0,0.0,1,0
4732,420,CASH_OUT,253261.96,C1705481252,253261.96,0.0,C1051090586,95869.95,349131.91,1,0
4733,420,TRANSFER,341956.42,C1806925834,341956.42,0.0,C814150801,0.0,0.0,1,0
4734,420,CASH_OUT,341956.42,C865099324,341956.42,0.0,C1895897048,2191293.04,2533249.45,1,0
4735,420,TRANSFER,430722.59,C1114634874,430722.59,0.0,C1494693059,0.0,0.0,1,0
4736,420,CASH_OUT,430722.59,C1979801086,430722.59,0.0,C207357507,1630593.27,2061315.87,1,0
4737,420,TRANSFER,116489.77,C1178847797,116489.77,0.0,C63537571,0.0,0.0,1,0
4738,420,CASH_OUT,116489.77,C504789757,116489.77,0.0,C1731829821,0.0,116489.77,1,0
4739,420,TRANSFER,1464160.5,C1237202508,1464160.5,0.0,C1801696531,0.0,0.0,1,0
4740,420,CASH_OUT,1464160.5,C2024056212,1464160.5,0.0,C1653697681,462739.95,1926900.44,1,0
4741,421,TRANSFER,10000000.0,C327855497,25455965.86,15455965.86,C2013390104,0.0,0.0,1,0
4742,421,CASH_OUT,10000000.0,C1162717928,10000000.0,0.0,C2053317483,0.0,10000000.0,1,0
4743,421,TRANSFER,10000000.0,C2074382913,15455965.86,5455965.86,C48227187,0.0,0.0,1,0
4744,421,CASH_OUT,10000000.0,C1505056771,10000000.0,0.0,C1036108574,1886102.76,11886102.76,1,0
4745,421,TRANSFER,5455965.86,C529879129,5455965.86,0.0,C423625625,0.0,0.0,1,0
4746,421,CASH_OUT,5455965.86,C925348777,5455965.86,0.0,C1734033789,0.0,5455965.86,1,0
4747,421,TRANSFER,1501341.87,C1749948822,1501341.87,0.0,C1224774762,0.0,0.0,1,0
4748,421,CASH_OUT,1501341.87,C466100700,1501341.87,0.0,C552512951,0.0,1501341.87,1,0
4749,421,TRANSFER,267564.83,C787135844,267564.83,0.0,C934789306,0.0,0.0,1,0
4750,421,CASH_OUT,267564.83,C609937899,267564.83,0.0,C1397005077,0.0,267564.83,1,0
4751,421,TRANSFER,207021.45,C376689274,207021.45,0.0,C1019270751,0.0,0.0,1,0
4752,421,CASH_OUT,207021.45,C694763247,207021.45,0.0,C1770009220,0.0,207021.45,1,0
4753,421,TRANSFER,19729.68,C943180964,19729.68,0.0,C1849745670,0.0,0.0,1,0
4754,421,CASH_OUT,19729.68,C1979477621,19729.68,0.0,C1623524019,0.0,19729.68,1,0
4755,422,TRANSFER,40591.72,C1817821840,40591.72,0.0,C1446237995,0.0,0.0,1,0
4756,422,CASH_OUT,40591.72,C1177353473,40591.72,0.0,C881219038,276257.36,316849.08,1,0
4757,422,TRANSFER,298365.86,C331578052,298365.86,0.0,C18819667,0.0,0.0,1,0
4758,422,CASH_OUT,298365.86,C1916355655,298365.86,0.0,C1396514823,0.0,298365.86,1,0
4759,422,TRANSFER,2897907.81,C791144032,2897907.81,0.0,C220917554,0.0,0.0,1,0
4760,422,CASH_OUT,2897907.81,C35276012,2897907.81,0.0,C824786916,351034.56,3248942.38,1,0
4761,422,TRANSFER,1857935.57,C707980152,1857935.57,0.0,C510333855,0.0,0.0,1,0
4762,422,CASH_OUT,1857935.57,C1117447229,1857935.57,0.0,C916997939,738704.8,2596640.37,1,0
4763,422,TRANSFER,87381.78,C1133621753,87381.78,0.0,C369327897,0.0,0.0,1,0
4764,422,CASH_OUT,87381.78,C424245549,87381.78,0.0,C698487016,474312.15,561693.93,1,0
4765,423,TRANSFER,3588174.94,C1861323130,3588174.94,0.0,C1184434945,0.0,0.0,1,0
4766,423,CASH_OUT,3588174.94,C1622193267,3588174.94,0.0,C1576120612,103757.04,3691931.98,1,0
4767,423,TRANSFER,396757.22,C1909320319,396757.22,0.0,C1040286971,0.0,0.0,1,0
4768,423,CASH_OUT,396757.22,C1392636479,396757.22,0.0,C1861392747,167363.79,564121.01,1,0
4769,423,TRANSFER,207241.52,C1121745558,207241.52,0.0,C2015328275,0.0,0.0,1,0
4770,423,CASH_OUT,207241.52,C1850635238,207241.52,0.0,C1011806570,0.0,207241.52,1,0
4771,424,TRANSFER,5475018.52,C889342614,5475018.52,0.0,C542998030,0.0,0.0,1,0
4772,424,CASH_OUT,5475018.52,C145448061,5475018.52,0.0,C1034609594,205724.59,5680743.11,1,0
4773,424,TRANSFER,671406.79,C1713204236,671406.79,0.0,C1583299805,0.0,0.0,1,0
4774,424,CASH_OUT,671406.79,C1661993840,671406.79,0.0,C109645047,102024.04,773430.83,1,0
4775,424,TRANSFER,158245.65,C1147249534,158245.65,0.0,C1048851683,0.0,0.0,1,0
4776,424,CASH_OUT,158245.65,C377182011,158245.65,0.0,C418687404,474628.91,632874.55,1,0
4777,424,TRANSFER,1346264.61,C1816888178,1346264.61,0.0,C462103796,0.0,0.0,1,0
4778,424,CASH_OUT,1346264.61,C309497178,1346264.61,0.0,C11026279,1806026.36,3152290.97,1,0
4779,424,TRANSFER,313697.44,C1043016955,313697.44,0.0,C2103366345,0.0,0.0,1,0
4780,424,CASH_OUT,313697.44,C624146963,313697.44,0.0,C2012667225,0.0,313697.44,1,0
4781,424,TRANSFER,2772748.37,C366210516,2772748.37,0.0,C1877132706,0.0,0.0,1,0
4782,424,CASH_OUT,2772748.37,C323857001,2772748.37,0.0,C1982168080,0.0,2772748.37,1,0
4783,424,TRANSFER,1058602.68,C1952841743,1058602.68,0.0,C1842449646,0.0,0.0,1,0
4784,424,CASH_OUT,1058602.68,C1287511986,1058602.68,0.0,C532433222,628385.94,1686988.62,1,0
4785,425,TRANSFER,34839.32,C1183463100,34839.32,0.0,C796115130,0.0,0.0,1,0
4786,425,CASH_OUT,34839.32,C946520806,34839.32,0.0,C2098801032,0.0,34839.32,1,0
4787,425,TRANSFER,462452.87,C2093534108,462452.87,0.0,C1787957566,0.0,0.0,1,0
4788,425,CASH_OUT,462452.87,C1588251640,462452.87,0.0,C577926946,0.0,462452.87,1,0
4789,425,TRANSFER,3401641.0,C1233267015,3401641.0,0.0,C1191003760,0.0,0.0,1,0
4790,425,CASH_OUT,3401641.0,C655470435,3401641.0,0.0,C1211152705,2062298.62,5463939.63,1,0
4791,425,TRANSFER,19421.77,C499057718,19421.77,0.0,C1899051151,0.0,0.0,1,0
4792,425,CASH_OUT,19421.77,C356706674,19421.77,0.0,C1498886294,663000.64,682422.4,1,0
4793,425,TRANSFER,486175.4,C1305617036,486175.4,0.0,C926547978,0.0,0.0,1,0
4794,425,CASH_OUT,486175.4,C1737680610,486175.4,0.0,C1596545373,0.0,486175.4,1,0
4795,425,TRANSFER,10000000.0,C40489106,59585040.37,49585040.37,C650095152,0.0,0.0,1,0
4796,425,CASH_OUT,10000000.0,C14856404,10000000.0,0.0,C308220962,10662599.15,20662599.15,1,0
4797,425,TRANSFER,10000000.0,C1551381510,49585040.37,39585040.37,C1042012237,0.0,0.0,1,0
4798,425,CASH_OUT,10000000.0,C749563037,10000000.0,0.0,C606914329,0.0,10000000.0,1,0
4799,425,TRANSFER,10000000.0,C1619838170,39585040.37,29585040.37,C1934167334,0.0,0.0,1,0
4800,425,CASH_OUT,10000000.0,C1979558927,10000000.0,0.0,C678340768,1727027.89,11727027.89,1,0
4801,425,TRANSFER,10000000.0,C1756917426,29585040.37,19585040.37,C1192036077,0.0,0.0,1,0
4802,425,CASH_OUT,10000000.0,C792080060,10000000.0,0.0,C2030266969,0.0,10000000.0,1,0
4803,425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
4804,425,CASH_OUT,0.0,C832555372,0.0,0.0,C1462759334,76759.9,76759.9,1,0
4805,425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
4806,425,CASH_OUT,0.0,C69493310,0.0,0.0,C719711728,2921531.34,2921531.34,1,0
4807,425,TRANSFER,460434.46,C2045767963,460434.46,0.0,C1868484572,0.0,0.0,1,0
4808,425,CASH_OUT,460434.46,C913609699,460434.46,0.0,C1256545087,1046172.48,1506606.94,1,0
4809,425,TRANSFER,287720.41,C1664641098,287720.41,0.0,C1630931168,0.0,0.0,1,0
4810,425,CASH_OUT,287720.41,C1152041857,287720.41,0.0,C1551847216,174700.67,462421.08,1,0
4811,425,TRANSFER,204030.2,C1112249638,204030.2,0.0,C1562672245,0.0,0.0,1,0
4812,425,CASH_OUT,204030.2,C1353907463,204030.2,0.0,C79931133,0.0,204030.2,1,0
4813,426,TRANSFER,99804.21,C1507425554,99804.21,0.0,C1679076725,0.0,0.0,1,0
4814,426,CASH_OUT,99804.21,C832632407,99804.21,0.0,C608557779,77105.84,176910.05,1,0
4815,427,TRANSFER,4892226.25,C800259537,4892226.25,0.0,C1893385934,0.0,0.0,1,0
4816,427,CASH_OUT,4892226.25,C505947737,4892226.25,0.0,C1438698807,54435.33,4946661.58,1,0
4817,427,TRANSFER,225324.05,C1109518048,225324.05,0.0,C1691016675,0.0,0.0,1,0
4818,427,CASH_OUT,225324.05,C2146300085,225324.05,0.0,C120557331,9125.63,234449.67,1,0
4819,427,TRANSFER,59749.28,C1200211692,59749.28,0.0,C1441368122,0.0,0.0,1,0
4820,427,CASH_OUT,59749.28,C416033450,59749.28,0.0,C1195945883,1279160.38,1338909.66,1,0
4821,427,TRANSFER,426173.04,C1427622325,426173.04,0.0,C1382020476,0.0,0.0,1,0
4822,427,CASH_OUT,426173.04,C1173353466,426173.04,0.0,C114462097,0.0,426173.04,1,0
4823,427,TRANSFER,3890627.92,C1289286413,3890627.92,0.0,C2143229891,0.0,0.0,1,0
4824,427,CASH_OUT,3890627.92,C901257542,3890627.92,0.0,C1688196964,0.0,3890627.92,1,0
4825,427,TRANSFER,474195.1,C1577661477,474195.1,0.0,C984902838,0.0,0.0,1,0
4826,427,CASH_OUT,474195.1,C1690528829,474195.1,0.0,C1949534570,0.0,474195.1,1,0
4827,427,TRANSFER,1171751.17,C1499614661,1171751.17,0.0,C1862839091,0.0,0.0,1,0
4828,427,CASH_OUT,1171751.17,C711131179,1171751.17,0.0,C1501386709,0.0,1171751.17,1,0
4829,428,TRANSFER,3037.67,C1408814433,3037.67,0.0,C944070846,0.0,0.0,1,0
4830,428,CASH_OUT,3037.67,C1838531308,3037.67,0.0,C505532836,800854.71,803892.38,1,0
4831,428,TRANSFER,3028421.03,C2107000276,3028421.03,0.0,C1629716841,0.0,0.0,1,0
4832,428,CASH_OUT,3028421.03,C188968777,3028421.03,0.0,C1189187545,4503234.54,7531655.57,1,0
4833,428,TRANSFER,183306.21,C1833004950,183306.21,0.0,C1079318732,0.0,0.0,1,0
4834,428,CASH_OUT,183306.21,C1642000949,183306.21,0.0,C2070997054,0.0,183306.21,1,0
4835,429,TRANSFER,837192.23,C653262851,837192.23,0.0,C690345380,0.0,0.0,1,0
4836,429,CASH_OUT,837192.23,C1393117725,837192.23,0.0,C525514833,0.0,837192.23,1,0
4837,429,TRANSFER,315712.36,C23801397,315712.36,0.0,C1324604423,0.0,0.0,1,0
4838,429,CASH_OUT,315712.36,C300052859,315712.36,0.0,C156651534,733325.51,1049037.87,1,0
4839,430,TRANSFER,221511.12,C687647842,221511.12,0.0,C110165718,0.0,0.0,1,0
4840,430,CASH_OUT,221511.12,C406659405,221511.12,0.0,C200475488,201354.78,422865.9,1,0
4841,430,TRANSFER,326394.8,C541833778,326394.8,0.0,C36684141,0.0,0.0,1,0
4842,430,CASH_OUT,326394.8,C860160503,326394.8,0.0,C1834699516,16973.41,343368.22,1,0
4843,430,TRANSFER,3302492.95,C2115449921,3302492.95,0.0,C314077583,0.0,0.0,1,0
4844,430,CASH_OUT,3302492.95,C265373063,3302492.95,0.0,C628493905,589810.81,3892303.76,1,0
4845,430,TRANSFER,2828068.73,C1916200037,2828068.73,0.0,C483349301,0.0,0.0,1,0
4846,430,CASH_OUT,2828068.73,C1776748909,2828068.73,0.0,C382300309,102766.8,2930835.53,1,0
4847,431,TRANSFER,526071.46,C1724071075,526071.46,0.0,C270502342,0.0,0.0,1,0
4848,431,CASH_OUT,526071.46,C1197863770,526071.46,0.0,C1419848942,987448.67,1513520.12,1,0
4849,431,TRANSFER,3718503.37,C336342996,3718503.37,0.0,C190775867,0.0,0.0,1,0
4850,431,CASH_OUT,3718503.37,C1652874527,3718503.37,0.0,C1330039975,4365225.42,8083728.79,1,0
4851,431,TRANSFER,966389.93,C920351883,966389.93,0.0,C870252964,0.0,0.0,1,0
4852,431,CASH_OUT,966389.93,C2016177370,966389.93,0.0,C232228089,0.0,966389.93,1,0
4853,432,TRANSFER,907361.75,C1606642992,907361.75,0.0,C1232800795,0.0,0.0,1,0
4854,432,CASH_OUT,907361.75,C86620913,907361.75,0.0,C1770382625,1536176.46,2443538.2,1,0
4855,432,TRANSFER,1150413.99,C412631050,1150413.99,0.0,C1746289877,0.0,0.0,1,0
4856,432,CASH_OUT,1150413.99,C1171147328,1150413.99,0.0,C72945971,1740168.44,2890582.43,1,0
4857,433,TRANSFER,5270.57,C1852767807,5270.57,0.0,C18879780,0.0,0.0,1,0
4858,433,CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,1,0
4859,433,TRANSFER,673722.73,C1578662968,673722.73,0.0,C620731531,0.0,0.0,1,0
4860,433,CASH_OUT,673722.73,C330958414,673722.73,0.0,C1015835310,0.0,673722.73,1,0
4861,433,TRANSFER,1191183.65,C180129024,1191183.65,0.0,C1802674568,0.0,0.0,1,0
4862,433,CASH_OUT,1191183.65,C2023614214,1191183.65,0.0,C1887453436,0.0,1191183.65,1,0
4863,434,TRANSFER,32671.88,C1710865809,32671.88,0.0,C1882736497,0.0,0.0,1,0
